vendor,date,avg_discount_rate
Voila,2024-05-03,11.39614389743656
Voila,2024-05-04,36.7045047134161
Voila,2024-05-05,36.86726566636935
Voila,2024-05-06,35.60396247776225
Voila,2024-05-07,10.788218132220209
Voila,2024-05-08,32.81326110474765
Voila,2024-05-09,24.045479209162295
Voila,2024-05-10,29.712768094614148
Voila,2024-05-11,-19.9562658672221
Voila,2024-05-12,13.272160186897963
Voila,2024-05-13,-4.59167803870514
Voila,2024-05-14,6.587157640606165
Voila,2024-05-15,22.893970229197294
Voila,2024-05-16,4.6258536470122635
Voila,2024-05-17,-12.220520295668393
Voila,2024-05-18,-2.9466369096189737
Voila,2024-05-19,26.76389112137258
Voila,2024-05-20,9.235274577513337
Voila,2024-05-21,35.173708382062614
Voila,2024-05-22,-12.799474901985377
Voila,2024-05-23,10.442491904832423
Voila,2024-05-24,48.94698859890923
Voila,2024-05-25,42.51357800792903
Voila,2024-05-26,42.052834255155176
Voila,2024-05-27,-7.7463144809007645
Voila,2024-05-28,-10.851301590446383
Voila,2024-05-29,25.717134752776474
Voila,2024-05-30,4.046153058297932
Voila,2024-05-31,25.9730689576827
Voila,2024-06-01,2.426126974169165
Voila,2024-06-02,-6.861621651332825
Voila,2024-06-03,34.760601092129946
Voila,2024-06-04,-13.448350930120796
Voila,2024-06-05,12.674532909877598
Voila,2024-06-06,15.80538219306618
Voila,2024-06-07,21.999227148480713
Voila,2024-06-08,3.2976478221826255
Voila,2024-06-09,14.202912356704473
Voila,2024-06-10,46.81316792499274
Voila,2024-06-11,13.803167801816016
Voila,2024-06-12,42.32451554853469
Voila,2024-06-13,44.010673083830625
Voila,2024-06-14,22.61144876247272
Voila,2024-06-15,8.748284357134253
Voila,2024-06-16,-9.703371634241194
Voila,2024-06-17,45.47098622890189
Voila,2024-06-18,1.0860229982063174
Voila,2024-06-19,-15.749559991527349
Voila,2024-06-20,46.340885802637786
Voila,2024-06-21,30.441739140078425
Voila,2024-06-22,-10.039399308152497
Voila,2024-06-23,18.449925924651325
Voila,2024-06-24,46.78638669895008
Voila,2024-06-25,20.983834718354046
Voila,2024-06-26,8.315719722304493
Voila,2024-06-27,25.352543552871794
Voila,2024-06-28,2.3874431964941323
Voila,2024-06-29,1.5404007607139647
Voila,2024-06-30,-4.616265811491758
Voila,2024-07-01,5.8642206084914505
Voila,2024-07-02,48.895344242919236
Voila,2024-07-03,-9.205838942434639
Voila,2024-07-04,-13.62692000810057
Voila,2024-07-05,-10.0665164552629
Voila,2024-07-06,28.30049710581079
Voila,2024-07-07,23.347953837364912
Voila,2024-07-08,42.397588200401515
Voila,2024-07-09,27.109936482738703
Voila,2024-07-10,31.595441654790193
Voila,2024-07-11,16.47950080456212
Voila,2024-07-12,26.188691477291286
Voila,2024-07-13,37.52638221019879
Voila,2024-07-14,35.03970861900598
Voila,2024-07-15,48.58753421576694
Voila,2024-07-16,10.760207537095994
Voila,2024-07-17,1.8191541451960802
Voila,2024-07-18,8.663246682845056
Voila,2024-07-19,-19.267302171792835
Voila,2024-07-20,-7.130533319432288
Voila,2024-07-21,38.99105232208967
Voila,2024-07-22,-3.818675256334245
Voila,2024-07-23,-3.263003104366362
Voila,2024-07-24,-14.631618426647037
Voila,2024-07-25,-2.79934253776446
Voila,2024-07-26,31.249464387074113
Voila,2024-07-27,39.32172155706212
Voila,2024-07-28,14.826908695977181
Voila,2024-07-29,7.153632089029998
Voila,2024-07-30,-2.748570409603417
Voila,2024-07-31,-12.223247708752751
Voila,2024-08-01,7.299610467161983
Voila,2024-08-02,20.035471979063004
Voila,2024-08-03,-4.817506603430957
Voila,2024-08-04,11.13376014167443
Voila,2024-08-05,-4.740653189364821
Voila,2024-08-06,15.160969428252429
Voila,2024-08-07,4.773320029489696
Voila,2024-08-08,25.498961117118597
Voila,2024-08-09,6.229976962786168
Voila,2024-08-10,4.881176655180752
Voila,2024-08-11,17.35815618187189
Voila,2024-08-12,31.82340522762388
Voila,2024-08-13,-4.522794352378696
Voila,2024-08-14,8.892228303011507
Voila,2024-08-15,-1.401931920554489
Voila,2024-08-16,24.098113742657006
Voila,2024-08-17,-7.132005644962192
Voila,2024-08-18,40.45508780051023
Voila,2024-08-19,32.25976028945297
Voila,2024-08-20,26.779925480950624
Voila,2024-08-21,23.261251128278673
Voila,2024-08-22,6.056664215866476
Voila,2024-08-23,17.08849800983444
Voila,2024-08-24,41.227764000650495
Voila,2024-08-25,20.72250698460266
Voila,2024-08-26,38.78374353516847
Voila,2024-08-27,1.8713715439662337
Voila,2024-08-28,29.58032255526632
Voila,2024-08-29,-1.4487535739317536
Voila,2024-08-30,21.604023582767695
Voila,2024-08-31,13.690286034252495
Voila,2024-09-01,-1.4477087976410985
Voila,2024-09-02,19.521330434363335
Voila,2024-09-03,43.923175611998886
Voila,2024-09-04,43.13120726495981
Voila,2024-09-05,-0.8083364949561656
Voila,2024-09-06,2.5037929485552013
Voila,2024-09-07,48.99486190639436
Voila,2024-09-08,23.399531713221222
Voila,2024-09-09,45.61198624083772
Voila,2024-09-10,12.657289162743837
Voila,2024-09-11,8.478281528223306
Voila,2024-09-12,26.146122694481164
Voila,2024-09-13,-9.335736820939928
Voila,2024-09-14,20.100694075226784
Voila,2024-09-15,-3.289178120903671
Voila,2024-09-16,47.36512555042282
Voila,2024-09-17,22.095600818283856
Voila,2024-09-18,16.052080907393247
Voila,2024-09-19,8.18013395415619
Voila,2024-09-20,41.61725788610056
Voila,2024-09-21,5.48643053509295
Voila,2024-09-22,0.17674964852631092
Voila,2024-09-23,-8.05483354255557
Voila,2024-09-24,-7.947977753356099
Voila,2024-09-25,13.742982386611402
Voila,2024-09-26,-2.2924550040625036
Voila,2024-09-27,-4.862164726946503
Voila,2024-09-28,27.206347165629268
Voila,2024-09-29,-16.663546080235392
Voila,2024-09-30,29.05971612315625
Voila,2024-10-01,4.632204691879451
Voila,2024-10-02,8.62607985502109
Voila,2024-10-03,37.46659267693758
Voila,2024-10-04,44.32001437060535
Voila,2024-10-05,-0.22301689255982637
Voila,2024-10-06,47.27733555948362
Voila,2024-10-07,30.98760997876525
Voila,2024-10-08,28.046255740337074
Voila,2024-10-09,-16.300924005918205
Voila,2024-10-10,7.665409424807876
Voila,2024-10-11,13.449176589492708
Voila,2024-10-12,19.217728457879275
Voila,2024-10-13,28.87831164058298
Voila,2024-10-14,44.09784768940881
Voila,2024-10-15,23.284585915971547
Voila,2024-10-16,9.989505612757057
Voila,2024-10-17,17.945625705178827
Voila,2024-10-18,-15.906505798920989
Voila,2024-10-19,-1.7400200059637427
Voila,2024-10-20,7.800636731553823
Voila,2024-10-21,-6.157868432346731
Voila,2024-10-22,38.23492939816788
Voila,2024-10-23,-9.29789440240711
Voila,2024-10-24,36.239297941792756
Voila,2024-10-25,18.277830958832055
Voila,2024-10-26,26.362234940752387
Voila,2024-10-27,-7.981105428189039
Voila,2024-10-28,24.313875187654048
Voila,2024-10-29,1.8308822740800679
Voila,2024-10-30,30.71880424860865
Voila,2024-10-31,7.925787726417184
Voila,2024-11-01,47.854948779568076
Voila,2024-11-02,47.71788594312966
Voila,2024-11-03,30.86917773121968
Voila,2024-11-04,-1.9948277482762933
Voila,2024-11-05,-4.474844573996961
Voila,2024-11-06,21.5131956175901
Voila,2024-11-07,-1.2734997505322099
Voila,2024-11-08,17.174927920568734
Voila,2024-11-09,34.97041699010879
Voila,2024-11-10,-8.235743262339383
Voila,2024-11-11,8.30794267123565
Voila,2024-11-12,13.01033943425864
Voila,2024-11-13,40.76747648185119
Voila,2024-11-14,44.799556909129024
T&T,2024-02-28,41.73842915100977
T&T,2024-02-29,27.193078976124525
T&T,2024-03-01,46.51168855372816
T&T,2024-03-02,16.151142597664148
T&T,2024-03-03,20.356331490911543
T&T,2024-03-04,3.543184413574636
T&T,2024-03-05,4.312724198680371
T&T,2024-03-06,-18.598298961296678
T&T,2024-03-07,15.196913194376975
T&T,2024-03-08,40.97303895512596
T&T,2024-03-09,-19.558945123571903
T&T,2024-03-10,-14.956001320388168
T&T,2024-03-11,-8.50521425018087
T&T,2024-03-12,33.923385199159384
T&T,2024-03-13,31.462901406921446
T&T,2024-03-14,48.03129449719563
T&T,2024-03-15,12.653066378552467
T&T,2024-03-16,-14.793084068223834
T&T,2024-03-17,25.417268702294677
T&T,2024-03-18,33.10152186546475
T&T,2024-03-19,-10.402574329636991
T&T,2024-03-20,7.760921623557806
T&T,2024-03-21,-4.251026955898851
T&T,2024-03-22,-15.94290076289326
T&T,2024-03-23,7.712488181423396
T&T,2024-03-24,-15.455019001383334
T&T,2024-03-25,-4.187949695624411
T&T,2024-03-26,-16.1759623629041
T&T,2024-03-27,26.919742769096047
T&T,2024-03-28,0.841924783308059
T&T,2024-03-29,-12.949489238671958
T&T,2024-03-30,-14.966713194735348
T&T,2024-03-31,41.63083981489763
T&T,2024-04-01,32.79731814516708
T&T,2024-04-02,37.162412132602185
T&T,2024-04-03,48.749826156999916
T&T,2024-04-04,-12.74802485248074
T&T,2024-04-05,-13.067071945406497
T&T,2024-04-06,35.91821278212592
T&T,2024-04-07,34.92026865715161
T&T,2024-04-08,-19.339906643144786
T&T,2024-04-09,34.53461179509759
T&T,2024-04-10,31.05734563432634
T&T,2024-04-11,24.109229696914554
T&T,2024-04-12,13.663758097682148
T&T,2024-04-13,-9.035420403815806
T&T,2024-04-14,-19.424913611728698
T&T,2024-04-15,11.672087595798075
T&T,2024-04-16,14.460533012170345
T&T,2024-04-17,7.271097807679325
T&T,2024-04-18,12.526615932583809
T&T,2024-04-19,29.929530050139874
T&T,2024-04-20,-16.12886515678838
T&T,2024-04-21,4.834816826041788
T&T,2024-04-22,36.196859104093164
T&T,2024-04-23,38.49961859174073
T&T,2024-04-24,-3.35754165193066
T&T,2024-04-25,4.779027183540165
T&T,2024-04-26,39.98197941109538
T&T,2024-04-27,39.76343616610393
T&T,2024-04-28,0.7126818783581257
T&T,2024-04-29,-9.70661727944389
T&T,2024-04-30,29.27944429218769
T&T,2024-05-01,-12.733531824778765
T&T,2024-05-02,-17.63905589003116
T&T,2024-05-03,49.95831695618108
T&T,2024-05-04,-17.55876371404156
T&T,2024-05-05,3.68738986318931
T&T,2024-05-06,44.054463314823806
T&T,2024-05-07,23.206468874122947
T&T,2024-05-08,0.03997440915554762
T&T,2024-05-09,31.645818210672587
T&T,2024-05-10,38.38380164233968
T&T,2024-05-11,1.9989546295255423
T&T,2024-05-12,14.479658347554505
T&T,2024-05-13,28.81616363534704
T&T,2024-05-14,24.902364779263735
T&T,2024-05-15,25.074604048859328
T&T,2024-05-16,48.449738337658346
T&T,2024-05-17,9.031473412178457
T&T,2024-05-18,-11.64166540140286
T&T,2024-05-19,16.822076209355146
T&T,2024-05-20,-4.244865442160517
T&T,2024-05-21,14.04882348375395
T&T,2024-05-22,5.915035894140601
T&T,2024-05-23,48.834512655157596
T&T,2024-05-24,7.182338060811162
T&T,2024-05-25,-3.952861176803708
T&T,2024-05-26,23.63082824042067
T&T,2024-05-27,-10.442186205182225
T&T,2024-05-28,47.722864602692425
T&T,2024-05-29,16.0550265526399
T&T,2024-05-30,-8.585076953750104
T&T,2024-05-31,23.53316066088155
T&T,2024-06-01,49.0167915658094
T&T,2024-06-02,26.81400622241199
T&T,2024-06-03,9.324112783651799
T&T,2024-06-04,2.6341495220549405
T&T,2024-06-05,38.46787239657715
T&T,2024-06-06,-9.932806945871562
T&T,2024-06-07,-6.5028837183490396
T&T,2024-06-08,42.77170778485015
T&T,2024-06-09,1.568368801381439
T&T,2024-06-10,5.4310380457900465
T&T,2024-06-11,34.87625351175666
T&T,2024-06-12,-6.463492405600846
T&T,2024-06-13,-18.756393168587238
T&T,2024-06-14,8.462550640106201
T&T,2024-06-15,13.821736848913133
T&T,2024-06-16,9.529146512504667
T&T,2024-06-17,3.996616117656231
T&T,2024-06-18,40.65383202629164
T&T,2024-06-19,11.857563566882163
T&T,2024-06-20,17.363541154190898
T&T,2024-06-21,47.46903323335573
T&T,2024-06-22,34.22140794573352
T&T,2024-06-23,-5.378655600361526
T&T,2024-06-24,1.61507829092443
T&T,2024-06-25,47.993971516843885
T&T,2024-06-26,20.94300654483959
T&T,2024-06-27,33.25765377609059
T&T,2024-06-28,6.089657610282302
T&T,2024-06-29,33.84357378585264
T&T,2024-06-30,17.637402813415974
T&T,2024-07-01,43.979681476484984
T&T,2024-07-02,-7.029249067418277
T&T,2024-07-03,-0.24471078300848603
T&T,2024-07-04,-13.35263107670471
T&T,2024-07-05,-5.265904462430626
T&T,2024-07-06,48.39692973997444
T&T,2024-07-07,0.741152276750654
T&T,2024-07-08,30.818811883218586
T&T,2024-07-09,34.9981483980082
T&T,2024-07-10,-12.620757771655917
T&T,2024-07-11,-3.228375967592001
T&T,2024-07-12,-1.061858932953328
T&T,2024-07-13,-12.925905415322632
T&T,2024-07-14,-11.746031111106277
T&T,2024-07-15,49.38655890990049
T&T,2024-07-16,49.023800811264664
T&T,2024-07-17,-10.405277002137154
T&T,2024-07-18,43.37167071644217
T&T,2024-07-19,20.341128630097955
T&T,2024-07-20,7.681420135777444
T&T,2024-07-21,11.48617388913408
T&T,2024-07-22,29.455133080482483
T&T,2024-07-23,-14.224807794671506
T&T,2024-07-24,3.7518806126900017
T&T,2024-07-25,27.65512858517468
T&T,2024-07-26,2.1864473656751215
T&T,2024-07-27,38.209801863413304
T&T,2024-07-28,-4.937954214401543
T&T,2024-07-29,14.85642553307116
T&T,2024-07-30,-0.6765229161828756
T&T,2024-07-31,-6.558367689140141
T&T,2024-08-01,46.54348848387599
T&T,2024-08-02,2.5207876437343657
T&T,2024-08-03,13.491946866270155
T&T,2024-08-04,-18.04051996441558
T&T,2024-08-05,18.322162760887295
T&T,2024-08-06,25.0968154380098
T&T,2024-08-07,21.73844812437892
T&T,2024-08-08,2.535616299137473
T&T,2024-08-09,42.37800187198445
T&T,2024-08-10,23.83798631839454
T&T,2024-08-11,1.2033440708182752
T&T,2024-08-12,7.174326463136822
T&T,2024-08-13,-8.766743526794016
T&T,2024-08-14,40.37863282719627
T&T,2024-08-15,46.71708496520296
T&T,2024-08-16,19.455127841793
T&T,2024-08-17,3.0683189374394715
T&T,2024-08-18,49.763205309864134
T&T,2024-08-19,-3.562622694298625
T&T,2024-08-20,22.887037568725646
T&T,2024-08-21,-12.427502940408885
T&T,2024-08-22,14.092279896140099
T&T,2024-08-23,-13.038792365696281
T&T,2024-08-24,-8.718396611511707
T&T,2024-08-25,-0.19049904542043805
T&T,2024-08-26,20.871063517406583
T&T,2024-08-27,31.219536119606346
T&T,2024-08-28,-8.4135362226516
T&T,2024-08-29,40.65274342428893
T&T,2024-08-30,29.600189602933824
T&T,2024-08-31,33.2279675360769
T&T,2024-09-01,-9.704112401232123
T&T,2024-09-02,5.063987439498305
T&T,2024-09-03,27.13327369885519
T&T,2024-09-04,16.6675821156241
T&T,2024-09-05,4.486125493422151
T&T,2024-09-06,-3.1628508889116347
T&T,2024-09-07,-15.926574259065092
T&T,2024-09-08,-3.4366180514916778
T&T,2024-09-09,42.305453922599554
T&T,2024-09-10,36.82791912462562
T&T,2024-09-11,32.3261425527744
T&T,2024-09-12,-9.156179195269942
T&T,2024-09-13,-11.268053797539324
T&T,2024-09-14,48.2308065937832
T&T,2024-09-15,10.529099726118147
T&T,2024-09-16,12.48116387752816
T&T,2024-09-17,-8.429134313482791
T&T,2024-09-18,20.94555901363492
T&T,2024-09-19,-1.0455386387184262
T&T,2024-09-20,-3.893215572461486
T&T,2024-09-21,28.384548204485327
T&T,2024-09-22,-0.20033202599734068
T&T,2024-09-23,36.72786463284865
T&T,2024-09-24,-13.425837503746152
T&T,2024-09-25,37.54210498183966
T&T,2024-09-26,9.919979649130255
T&T,2024-09-27,32.91210818104446
T&T,2024-09-28,26.366985458880663
T&T,2024-09-29,11.116917785257101
T&T,2024-09-30,23.900232911109924
T&T,2024-10-01,-19.967425565700978
T&T,2024-10-02,-4.792954018339515
T&T,2024-10-03,29.34105719672516
T&T,2024-10-04,-4.938345826230943
T&T,2024-10-05,36.975360489450395
T&T,2024-10-06,1.5434712008573115
T&T,2024-10-07,28.141987996641546
T&T,2024-10-08,45.287675531581044
T&T,2024-10-09,-11.895423461683095
T&T,2024-10-10,-11.06060184771195
T&T,2024-10-11,27.475670019630343
T&T,2024-10-12,10.026401712093502
T&T,2024-10-13,38.40806845575571
T&T,2024-10-14,48.00066467607394
T&T,2024-10-15,-15.065771560184658
T&T,2024-10-16,12.184963524341583
T&T,2024-10-17,29.1109582898207
T&T,2024-10-18,-13.914188244380057
T&T,2024-10-19,49.50608112849295
T&T,2024-10-20,-2.2830704180523753
T&T,2024-10-21,-16.53230950469151
T&T,2024-10-22,28.04274627706036
T&T,2024-10-23,35.0849146861583
T&T,2024-10-24,4.752425318583846
T&T,2024-10-25,5.650901147164404
T&T,2024-10-26,0.09700914844870567
T&T,2024-10-27,-14.401896137278527
T&T,2024-10-28,5.581798870116472
T&T,2024-10-29,-7.539032977074385
T&T,2024-10-30,17.52376044401899
T&T,2024-10-31,15.276409841608256
T&T,2024-11-01,46.15245724329725
T&T,2024-11-02,3.8924898765981197
T&T,2024-11-03,12.529964190907776
T&T,2024-11-04,-14.2228172859177
T&T,2024-11-05,40.20747922593728
T&T,2024-11-06,7.696244798135012
T&T,2024-11-07,31.51295452611521
T&T,2024-11-08,-7.977961581200361
T&T,2024-11-09,11.833314192481339
T&T,2024-11-10,33.91433316050097
T&T,2024-11-11,-15.61450011562556
T&T,2024-11-12,37.05570465652272
T&T,2024-11-13,1.0799767123535275
T&T,2024-11-14,5.526971959043294
Loblaws,2024-02-28,1.8478954350575805
Loblaws,2024-02-29,-17.384102458599955
Loblaws,2024-03-01,16.316344637889415
Loblaws,2024-03-02,27.530939099378884
Loblaws,2024-03-03,43.22634921874851
Loblaws,2024-03-04,-18.21313110878691
Loblaws,2024-03-05,49.235478951595724
Loblaws,2024-03-06,1.2021337216719985
Loblaws,2024-03-07,45.73968804208562
Loblaws,2024-03-08,28.13253072090447
Loblaws,2024-03-09,11.29258963977918
Loblaws,2024-03-10,37.15346971526742
Loblaws,2024-03-11,-17.23505615023896
Loblaws,2024-03-12,31.732217986136675
Loblaws,2024-03-13,4.410364560317248
Loblaws,2024-03-14,38.04755764314905
Loblaws,2024-03-15,17.48789741890505
Loblaws,2024-03-16,-0.7818245468661189
Loblaws,2024-03-17,36.06637483462691
Loblaws,2024-03-18,-13.584871364291757
Loblaws,2024-03-19,38.247544195037335
Loblaws,2024-03-20,-0.6201449269428849
Loblaws,2024-03-21,32.717706970870495
Loblaws,2024-03-22,47.490679908078164
Loblaws,2024-03-23,-14.297340798657387
Loblaws,2024-03-24,39.805532253813
Loblaws,2024-03-25,36.15667519625276
Loblaws,2024-03-26,6.96215232135728
Loblaws,2024-03-27,2.9318179306574166
Loblaws,2024-03-28,-5.654290791135281
Loblaws,2024-03-29,19.856786385644227
Loblaws,2024-03-30,42.16386333107948
Loblaws,2024-03-31,17.079986401367933
Loblaws,2024-04-01,21.087105975020677
Loblaws,2024-04-02,26.60145997768268
Loblaws,2024-04-03,17.092472100630403
Loblaws,2024-04-04,15.689002957660705
Loblaws,2024-04-05,-18.86876633623615
Loblaws,2024-04-06,-16.660301054362208
Loblaws,2024-04-07,45.05454777739942
Loblaws,2024-04-08,33.849987708963454
Loblaws,2024-04-09,-5.92435687314719
Loblaws,2024-04-10,25.5183050269261
Loblaws,2024-04-11,25.7636677660048
Loblaws,2024-04-12,7.667763300705701
Loblaws,2024-04-13,36.861337998416275
Loblaws,2024-04-14,18.291639236267656
Loblaws,2024-04-15,41.95928560802713
Loblaws,2024-04-16,18.731979129370302
Loblaws,2024-04-17,43.42336781322956
Loblaws,2024-04-18,21.122295691166073
Loblaws,2024-04-19,9.642455568537116
Loblaws,2024-04-20,46.47097260924056
Loblaws,2024-04-21,29.632653242442757
Loblaws,2024-04-22,8.931378566194326
Loblaws,2024-04-23,-18.71451413957402
Loblaws,2024-04-24,19.671385793481022
Loblaws,2024-04-25,14.304441716521978
Loblaws,2024-04-26,41.5071814856492
Loblaws,2024-04-27,36.899688153062016
Loblaws,2024-04-28,39.78699842700735
Loblaws,2024-04-29,5.752716343849897
Loblaws,2024-04-30,41.17649389896542
Loblaws,2024-05-01,-9.406327998731285
Loblaws,2024-05-02,-0.27318312088027596
Loblaws,2024-05-03,26.66936104884371
Loblaws,2024-05-04,48.416850375942886
Loblaws,2024-05-05,20.79178156564012
Loblaws,2024-05-06,16.86130556743592
Loblaws,2024-05-07,-15.745244259014726
Loblaws,2024-05-08,47.83272045664489
Loblaws,2024-05-09,-11.583400999661535
Loblaws,2024-05-10,-13.814568929374218
Loblaws,2024-05-11,41.65348804323003
Loblaws,2024-05-12,15.585944082122296
Loblaws,2024-05-13,3.6246498115360737
Loblaws,2024-05-14,42.60342378169298
Loblaws,2024-05-15,-17.76198603445664
Loblaws,2024-05-16,-3.3939211815595627
Loblaws,2024-05-17,28.05432457709685
Loblaws,2024-05-18,-4.192710367497057
Loblaws,2024-05-19,2.294621169567108
Loblaws,2024-05-20,-7.8211328270845115
Loblaws,2024-05-21,36.10007085837424
Loblaws,2024-05-22,-9.760255941655487
Loblaws,2024-05-23,37.59021741570905
Loblaws,2024-05-24,3.1698480038903654
Loblaws,2024-05-25,6.1918571498245
Loblaws,2024-05-26,24.08217966556549
Loblaws,2024-05-27,-13.235637987963855
Loblaws,2024-05-28,-18.460439927875996
Loblaws,2024-05-29,49.51313462341204
Loblaws,2024-05-30,20.87571919662878
Loblaws,2024-05-31,34.72761455923319
Loblaws,2024-06-01,42.43272858206183
Loblaws,2024-06-02,32.84058175049722
Loblaws,2024-06-03,48.54426110861823
Loblaws,2024-06-04,-16.909705244470388
Loblaws,2024-06-05,43.238061929587275
Loblaws,2024-06-06,40.585056983400136
Loblaws,2024-06-07,34.278531395830214
Loblaws,2024-06-08,6.377149180043489
Loblaws,2024-06-09,-17.052436592057347
Loblaws,2024-06-10,5.508775715716183
Loblaws,2024-06-11,-0.8374111144803464
Loblaws,2024-06-12,39.532723650336266
Loblaws,2024-06-13,5.368119871709496
Loblaws,2024-06-14,1.3134453422389925
Loblaws,2024-06-15,33.139473758637905
Loblaws,2024-06-16,39.138423702679574
Loblaws,2024-06-17,12.054509276058525
Loblaws,2024-06-18,31.074216512497514
Loblaws,2024-06-19,-12.71449547726661
Loblaws,2024-06-20,-4.601177559234202
Loblaws,2024-06-21,46.77658734144643
Loblaws,2024-06-22,32.642627886962146
Loblaws,2024-06-23,37.326876828446984
Loblaws,2024-06-24,9.244397121947259
Loblaws,2024-06-25,21.568694517482072
Loblaws,2024-06-26,35.917649045586586
Loblaws,2024-06-27,42.188605528790504
Loblaws,2024-06-28,6.963411532342434
Loblaws,2024-06-29,-13.677454101853073
Loblaws,2024-06-30,23.80205459659919
Loblaws,2024-07-01,32.194535210728645
Loblaws,2024-07-02,-14.02350798714906
Loblaws,2024-07-03,1.0362327843904495
Loblaws,2024-07-04,23.019351011607796
Loblaws,2024-07-05,32.70524405641481
Loblaws,2024-07-06,44.19399931328371
Loblaws,2024-07-07,13.302535398397595
Loblaws,2024-07-08,19.69836262986064
Loblaws,2024-07-09,31.563424225896597
Loblaws,2024-07-10,40.02131971064955
Loblaws,2024-07-11,43.64025531336665
Loblaws,2024-07-12,-16.053244224749506
Loblaws,2024-07-13,15.203581287059933
Loblaws,2024-07-14,4.53813411295414
Loblaws,2024-07-15,39.18892860645428
Loblaws,2024-07-16,36.45046146819368
Loblaws,2024-07-17,-11.786814089864492
Loblaws,2024-07-18,29.88805884961039
Loblaws,2024-07-19,-3.5311799379996955
Loblaws,2024-07-20,-14.753027416300029
Loblaws,2024-07-21,45.495230306405574
Loblaws,2024-07-22,-8.998252239543945
Loblaws,2024-07-23,25.294014501851052
Loblaws,2024-07-24,-7.853757769335061
Loblaws,2024-07-25,-18.594819356221706
Loblaws,2024-07-26,16.491969244088978
Loblaws,2024-07-27,-13.960547470487654
Loblaws,2024-07-28,-0.1898357761092484
Loblaws,2024-07-29,9.430443071760237
Loblaws,2024-07-30,21.10946869244799
Loblaws,2024-07-31,36.46861007204279
Loblaws,2024-08-01,-5.8603353798389435
Loblaws,2024-08-02,12.159727020189166
Loblaws,2024-08-03,11.370017970912158
Loblaws,2024-08-04,31.36234307428822
Loblaws,2024-08-05,30.032836738973856
Loblaws,2024-08-06,38.18553852150217
Loblaws,2024-08-07,42.059628462884575
Loblaws,2024-08-08,46.68512017931789
Loblaws,2024-08-09,18.543170529883355
Loblaws,2024-08-10,16.563503628131002
Loblaws,2024-08-11,-8.05112212896347
Loblaws,2024-08-12,13.549009198322892
Loblaws,2024-08-13,-2.232544245198369
Loblaws,2024-08-14,-17.215355408843607
Loblaws,2024-08-15,24.43603568477556
Loblaws,2024-08-16,17.769263982772827
Loblaws,2024-08-17,-10.1927515049465
Loblaws,2024-08-18,-0.14017562149092555
Loblaws,2024-08-19,20.812141664791852
Loblaws,2024-08-20,-8.448187545873225
Loblaws,2024-08-21,-13.258922251407057
Loblaws,2024-08-22,10.002916394732893
Loblaws,2024-08-23,4.903309601359069
Loblaws,2024-08-24,39.14534779032692
Loblaws,2024-08-25,-1.7907268437556922
